color,pu_borough,do_borough,month_num,day_of_week,hour_of_day,avg_total_amount
green,Bronx,Manhattan,6,Sunday,0,19.08
green,Bronx,Manhattan,6,Sunday,1,17.42
green,Bronx,Manhattan,6,Sunday,2,17.08
green,Bronx,Manhattan,6,Sunday,3,16.03
green,Bronx,Manhattan,6,Sunday,4,16.02
green,Bronx,Manhattan,6,Sunday,5,17.44
green,Bronx,Manhattan,6,Sunday,6,20.93
green,Bronx,Manhattan,6,Sunday,7,19.32
green,Bronx,Manhattan,6,Sunday,8,19.63
green,Bronx,Manhattan,6,Sunday,9,18.38
green,Bronx,Manhattan,6,Sunday,10,18.54
green,Bronx,Manhattan,6,Sunday,11,17.93
green,Bronx,Manhattan,6,Sunday,12,19.49
green,Bronx,Manhattan,6,Sunday,13,19.81
green,Bronx,Manhattan,6,Sunday,14,19.68
green,Bronx,Manhattan,6,Sunday,15,21.25
green,Bronx,Manhattan,6,Sunday,16,20.75
green,Bronx,Manhattan,6,Sunday,17,20.6
green,Bronx,Manhattan,6,Sunday,18,18.96
green,Bronx,Manhattan,6,Sunday,19,17.97
green,Bronx,Manhattan,6,Sunday,20,17.38
green,Bronx,Manhattan,6,Sunday,21,16.89
green,Bronx,Manhattan,6,Sunday,22,18.89
green,Bronx,Manhattan,6,Sunday,23,17.95
green,Bronx,Manhattan,6,Thursday,0,17.96
green,Bronx,Manhattan,6,Thursday,1,15.49
green,Bronx,Manhattan,6,Thursday,2,13.69
green,Bronx,Manhattan,6,Thursday,3,18.36
green,Bronx,Manhattan,6,Thursday,4,16.77
green,Bronx,Manhattan,6,Thursday,5,26.64
green,Bronx,Manhattan,6,Thursday,6,26.05
green,Bronx,Manhattan,6,Thursday,7,22.97
green,Bronx,Manhattan,6,Thursday,8,21.21
green,Bronx,Manhattan,6,Thursday,9,19.58
green,Bronx,Manhattan,6,Thursday,10,20.33
green,Bronx,Manhattan,6,Thursday,11,20.72
green,Bronx,Manhattan,6,Thursday,12,20.7
green,Bronx,Manhattan,6,Thursday,13,19.69
green,Bronx,Manhattan,6,Thursday,14,20.11
green,Bronx,Manhattan,6,Thursday,15,21.34
green,Bronx,Manhattan,6,Thursday,16,24.26
green,Bronx,Manhattan,6,Thursday,17,21.08
green,Bronx,Manhattan,6,Thursday,18,19.88
green,Bronx,Manhattan,6,Thursday,19,19.24
green,Bronx,Manhattan,6,Thursday,20,18.05
green,Bronx,Manhattan,6,Thursday,21,20.36
green,Bronx,Manhattan,6,Thursday,22,22.55
green,Bronx,Manhattan,6,Thursday,23,20.1
green,Bronx,Manhattan,6,Tuesday,0,14.65
green,Bronx,Manhattan,6,Tuesday,1,14.89
green,Bronx,Manhattan,6,Tuesday,2,15.2
green,Bronx,Manhattan,6,Tuesday,3,17.93
green,Bronx,Manhattan,6,Tuesday,4,17.94
green,Bronx,Manhattan,6,Tuesday,5,25
green,Bronx,Manhattan,6,Tuesday,6,26.12
green,Bronx,Manhattan,6,Tuesday,7,24.01
green,Bronx,Manhattan,6,Tuesday,8,21.53
green,Bronx,Manhattan,6,Tuesday,9,21.32
green,Bronx,Manhattan,6,Tuesday,10,21.85
green,Bronx,Manhattan,6,Tuesday,11,20.93
green,Bronx,Manhattan,6,Tuesday,12,19.97
green,Bronx,Manhattan,6,Tuesday,13,20.65
green,Bronx,Manhattan,6,Tuesday,14,20.17
green,Bronx,Manhattan,6,Tuesday,15,20.72
green,Bronx,Manhattan,6,Tuesday,16,22.42
green,Bronx,Manhattan,6,Tuesday,17,20.85
green,Bronx,Manhattan,6,Tuesday,18,18
green,Bronx,Manhattan,6,Tuesday,19,17.59
green,Bronx,Manhattan,6,Tuesday,20,18.7
green,Bronx,Manhattan,6,Tuesday,21,23.18
green,Bronx,Manhattan,6,Tuesday,22,23.89
green,Bronx,Manhattan,6,Tuesday,23,20.53
green,Bronx,Manhattan,6,Wednesday,0,18.57
green,Bronx,Manhattan,6,Wednesday,1,15.87
green,Bronx,Manhattan,6,Wednesday,2,13.06
green,Bronx,Manhattan,6,Wednesday,3,16.59
green,Bronx,Manhattan,6,Wednesday,4,18.04
green,Bronx,Manhattan,6,Wednesday,5,25.52
green,Bronx,Manhattan,6,Wednesday,6,28.5
green,Bronx,Manhattan,6,Wednesday,7,22.12
green,Bronx,Manhattan,6,Wednesday,8,21.75
green,Bronx,Manhattan,6,Wednesday,9,21.62
green,Bronx,Manhattan,6,Wednesday,10,20.66
green,Bronx,Manhattan,6,Wednesday,11,21.05
green,Bronx,Manhattan,6,Wednesday,12,20.94
green,Bronx,Manhattan,6,Wednesday,13,21.01
green,Bronx,Manhattan,6,Wednesday,14,19.79
green,Bronx,Manhattan,6,Wednesday,15,21.36
green,Bronx,Manhattan,6,Wednesday,16,24.12
green,Bronx,Manhattan,6,Wednesday,17,21.83
green,Bronx,Manhattan,6,Wednesday,18,19.43
green,Bronx,Manhattan,6,Wednesday,19,18.77
green,Bronx,Manhattan,6,Wednesday,20,18.63
green,Bronx,Manhattan,6,Wednesday,21,22.35
green,Bronx,Manhattan,6,Wednesday,22,23.14
green,Bronx,Manhattan,6,Wednesday,23,20.97
green,Bronx,Manhattan,7,Friday,0,18.37
green,Bronx,Manhattan,7,Friday,1,16.26
green,Bronx,Manhattan,7,Friday,2,14.36
green,Bronx,Manhattan,7,Friday,3,17.31
green,Bronx,Manhattan,7,Friday,4,20.27
green,Bronx,Manhattan,7,Friday,5,23.63
green,Bronx,Manhattan,7,Friday,6,26.22
green,Bronx,Manhattan,7,Friday,7,21.01
green,Bronx,Manhattan,7,Friday,8,19.64
green,Bronx,Manhattan,7,Friday,9,19.8
green,Bronx,Manhattan,7,Friday,10,19.85
green,Bronx,Manhattan,7,Friday,11,19.53
green,Bronx,Manhattan,7,Friday,12,19.64
green,Bronx,Manhattan,7,Friday,13,19.28
green,Bronx,Manhattan,7,Friday,14,20.06
green,Bronx,Manhattan,7,Friday,15,21.18
green,Bronx,Manhattan,7,Friday,16,20.94
green,Bronx,Manhattan,7,Friday,17,20.4
green,Bronx,Manhattan,7,Friday,18,19.57
green,Bronx,Manhattan,7,Friday,19,19.68
green,Bronx,Manhattan,7,Friday,20,19.95
green,Bronx,Manhattan,7,Friday,21,22.1
green,Bronx,Manhattan,7,Friday,22,23.71
green,Bronx,Manhattan,7,Friday,23,20.92
green,Bronx,Manhattan,7,Monday,0,17.49
green,Bronx,Manhattan,7,Monday,1,16.96
green,Bronx,Manhattan,7,Monday,2,16.63
green,Bronx,Manhattan,7,Monday,3,15.41
green,Bronx,Manhattan,7,Monday,4,18.97
green,Bronx,Manhattan,7,Monday,5,26.24
green,Bronx,Manhattan,7,Monday,6,27.77
green,Bronx,Manhattan,7,Monday,7,22.51
green,Bronx,Manhattan,7,Monday,8,20.25
green,Bronx,Manhattan,7,Monday,9,20.84
green,Bronx,Manhattan,7,Monday,10,21.81
green,Bronx,Manhattan,7,Monday,11,20.7
green,Bronx,Manhattan,7,Monday,12,19.84
green,Bronx,Manhattan,7,Monday,13,19.79
green,Bronx,Manhattan,7,Monday,14,20.16
green,Bronx,Manhattan,7,Monday,15,20.4
green,Bronx,Manhattan,7,Monday,16,20.81
green,Bronx,Manhattan,7,Monday,17,20.62
green,Bronx,Manhattan,7,Monday,18,17.37
green,Bronx,Manhattan,7,Monday,19,17.21
green,Bronx,Manhattan,7,Monday,20,17.81
green,Bronx,Manhattan,7,Monday,21,20.88
green,Bronx,Manhattan,7,Monday,22,21.94
green,Bronx,Manhattan,7,Monday,23,18.84
green,Bronx,Manhattan,7,Saturday,0,19.63
green,Bronx,Manhattan,7,Saturday,1,16.32
green,Bronx,Manhattan,7,Saturday,2,15.27
green,Bronx,Manhattan,7,Saturday,3,15.24
green,Bronx,Manhattan,7,Saturday,4,16.33
green,Bronx,Manhattan,7,Saturday,5,18.1
green,Bronx,Manhattan,7,Saturday,6,21.46
green,Bronx,Manhattan,7,Saturday,7,19.8
green,Bronx,Manhattan,7,Saturday,8,18.66
green,Bronx,Manhattan,7,Saturday,9,18.15
green,Bronx,Manhattan,7,Saturday,10,18.83
green,Bronx,Manhattan,7,Saturday,11,18.49
green,Bronx,Manhattan,7,Saturday,12,18.87
green,Bronx,Manhattan,7,Saturday,13,19.82
green,Bronx,Manhattan,7,Saturday,14,19.65
green,Bronx,Manhattan,7,Saturday,15,21.72
green,Bronx,Manhattan,7,Saturday,16,22.77
green,Bronx,Manhattan,7,Saturday,17,21.99
green,Bronx,Manhattan,7,Saturday,18,19.7
green,Bronx,Manhattan,7,Saturday,19,19.16
green,Bronx,Manhattan,7,Saturday,20,18.95
green,Bronx,Manhattan,7,Saturday,21,17.82
green,Bronx,Manhattan,7,Saturday,22,18.67
green,Bronx,Manhattan,7,Saturday,23,18.99
green,Bronx,Manhattan,7,Sunday,0,18.98
green,Bronx,Manhattan,7,Sunday,1,18.42
green,Bronx,Manhattan,7,Sunday,2,16.57
green,Bronx,Manhattan,7,Sunday,3,16.12
green,Bronx,Manhattan,7,Sunday,4,16.96
green,Bronx,Manhattan,7,Sunday,5,17.26
green,Bronx,Manhattan,7,Sunday,6,19.23
green,Bronx,Manhattan,7,Sunday,7,19.65
green,Bronx,Manhattan,7,Sunday,8,20.61
green,Bronx,Manhattan,7,Sunday,9,18.82
green,Bronx,Manhattan,7,Sunday,10,18.49
green,Bronx,Manhattan,7,Sunday,11,17.12
green,Bronx,Manhattan,7,Sunday,12,17.68
green,Bronx,Manhattan,7,Sunday,13,19.3
green,Bronx,Manhattan,7,Sunday,14,20.62
green,Bronx,Manhattan,7,Sunday,15,20.91
green,Bronx,Manhattan,7,Sunday,16,22.77
green,Bronx,Manhattan,7,Sunday,17,22.98
green,Bronx,Manhattan,7,Sunday,18,18.87
green,Bronx,Manhattan,7,Sunday,19,18.8
green,Bronx,Manhattan,7,Sunday,20,16.39
green,Bronx,Manhattan,7,Sunday,21,18.03
green,Bronx,Manhattan,7,Sunday,22,19.28
green,Bronx,Manhattan,7,Sunday,23,17.45
green,Bronx,Manhattan,7,Thursday,0,17.41
green,Bronx,Manhattan,7,Thursday,1,15.23
green,Bronx,Manhattan,7,Thursday,2,16.06
green,Bronx,Manhattan,7,Thursday,3,14.96
green,Bronx,Manhattan,7,Thursday,4,19.55
green,Bronx,Manhattan,7,Thursday,5,22.4
green,Bronx,Manhattan,7,Thursday,6,26.67
green,Bronx,Manhattan,7,Thursday,7,23.28
green,Bronx,Manhattan,7,Thursday,8,19.75
green,Bronx,Manhattan,7,Thursday,9,20.83
green,Bronx,Manhattan,7,Thursday,10,20.67
green,Bronx,Manhattan,7,Thursday,11,20.6
green,Bronx,Manhattan,7,Thursday,12,19.6
green,Bronx,Manhattan,7,Thursday,13,20.33
green,Bronx,Manhattan,7,Thursday,14,21.87
green,Bronx,Manhattan,7,Thursday,15,21.26
green,Bronx,Manhattan,7,Thursday,16,23.34
green,Bronx,Manhattan,7,Thursday,17,21.56
green,Bronx,Manhattan,7,Thursday,18,20.47
green,Bronx,Manhattan,7,Thursday,19,18.89
green,Bronx,Manhattan,7,Thursday,20,17.5
green,Bronx,Manhattan,7,Thursday,21,19.98
green,Bronx,Manhattan,7,Thursday,22,19.66
green,Bronx,Manhattan,7,Thursday,23,19.06
green,Bronx,Manhattan,7,Tuesday,0,17.6
green,Bronx,Manhattan,7,Tuesday,1,15.73
green,Bronx,Manhattan,7,Tuesday,2,15.57
green,Bronx,Manhattan,7,Tuesday,3,16.04
green,Bronx,Manhattan,7,Tuesday,4,22.8
green,Bronx,Manhattan,7,Tuesday,5,28
green,Bronx,Manhattan,7,Tuesday,6,26.76
green,Bronx,Manhattan,7,Tuesday,7,24.52
green,Bronx,Manhattan,7,Tuesday,8,22.1
green,Bronx,Manhattan,7,Tuesday,9,21.31
green,Bronx,Manhattan,7,Tuesday,10,20.93
green,Bronx,Manhattan,7,Tuesday,11,20.96
green,Bronx,Manhattan,7,Tuesday,12,20.89
green,Bronx,Manhattan,7,Tuesday,13,20.59
green,Bronx,Manhattan,7,Tuesday,14,22.02
green,Bronx,Manhattan,7,Tuesday,15,21.71
green,Bronx,Manhattan,7,Tuesday,16,22.61
green,Bronx,Manhattan,7,Tuesday,17,21.67
green,Bronx,Manhattan,7,Tuesday,18,19.87
green,Bronx,Manhattan,7,Tuesday,19,18.43
green,Bronx,Manhattan,7,Tuesday,20,18.93
green,Bronx,Manhattan,7,Tuesday,21,22.54
green,Bronx,Manhattan,7,Tuesday,22,23.07
green,Bronx,Manhattan,7,Tuesday,23,19.74
green,Bronx,Manhattan,7,Wednesday,0,18.01
green,Bronx,Manhattan,7,Wednesday,1,15.69
green,Bronx,Manhattan,7,Wednesday,2,12.98
green,Bronx,Manhattan,7,Wednesday,3,15.41
green,Bronx,Manhattan,7,Wednesday,4,18.77
green,Bronx,Manhattan,7,Wednesday,5,23.92
green,Bronx,Manhattan,7,Wednesday,6,25.95
green,Bronx,Manhattan,7,Wednesday,7,21.42
green,Bronx,Manhattan,7,Wednesday,8,19.71
green,Bronx,Manhattan,7,Wednesday,9,20.13
green,Bronx,Manhattan,7,Wednesday,10,20.82
green,Bronx,Manhattan,7,Wednesday,11,20.47
green,Bronx,Manhattan,7,Wednesday,12,19.67
green,Bronx,Manhattan,7,Wednesday,13,20.63
green,Bronx,Manhattan,7,Wednesday,14,22.14
green,Bronx,Manhattan,7,Wednesday,15,20.65
green,Bronx,Manhattan,7,Wednesday,16,23.45
green,Bronx,Manhattan,7,Wednesday,17,21.41
green,Bronx,Manhattan,7,Wednesday,18,18.8
green,Bronx,Manhattan,7,Wednesday,19,17.8
green,Bronx,Manhattan,7,Wednesday,20,18.61
green,Bronx,Manhattan,7,Wednesday,21,22.85
green,Bronx,Manhattan,7,Wednesday,22,23.52
green,Bronx,Manhattan,7,Wednesday,23,18.68
green,Bronx,Manhattan,8,Friday,0,17.83
green,Bronx,Manhattan,8,Friday,1,15.77
green,Bronx,Manhattan,8,Friday,2,14.65
green,Bronx,Manhattan,8,Friday,3,14.07
green,Bronx,Manhattan,8,Friday,4,19.73
green,Bronx,Manhattan,8,Friday,5,24.29
green,Bronx,Manhattan,8,Friday,6,26.09
green,Bronx,Manhattan,8,Friday,7,21.51
green,Bronx,Manhattan,8,Friday,8,21.18
green,Bronx,Manhattan,8,Friday,9,20.79
green,Bronx,Manhattan,8,Friday,10,20.09
green,Bronx,Manhattan,8,Friday,11,19.62
green,Bronx,Manhattan,8,Friday,12,18.9
green,Bronx,Manhattan,8,Friday,13,19.36
green,Bronx,Manhattan,8,Friday,14,19.69
green,Bronx,Manhattan,8,Friday,15,20.52
green,Bronx,Manhattan,8,Friday,16,21.91
green,Bronx,Manhattan,8,Friday,17,20.97
green,Bronx,Manhattan,8,Friday,18,18.64
green,Bronx,Manhattan,8,Friday,19,19.31
green,Bronx,Manhattan,8,Friday,20,19.16
green,Bronx,Manhattan,8,Friday,21,22.47
green,Bronx,Manhattan,8,Friday,22,22.72
green,Bronx,Manhattan,8,Friday,23,21.75
green,Bronx,Manhattan,8,Monday,0,18.65
green,Bronx,Manhattan,8,Monday,1,14.17
green,Bronx,Manhattan,8,Monday,2,14.25
green,Bronx,Manhattan,8,Monday,3,15.25
green,Bronx,Manhattan,8,Monday,4,17.82
green,Bronx,Manhattan,8,Monday,5,21.67
green,Bronx,Manhattan,8,Monday,6,25.93
green,Bronx,Manhattan,8,Monday,7,21.98
green,Bronx,Manhattan,8,Monday,8,19.26
green,Bronx,Manhattan,8,Monday,9,19.77
green,Bronx,Manhattan,8,Monday,10,20.69
green,Bronx,Manhattan,8,Monday,11,20.62
green,Bronx,Manhattan,8,Monday,12,19.05
green,Bronx,Manhattan,8,Monday,13,19.22
green,Bronx,Manhattan,8,Monday,14,19.43
green,Bronx,Manhattan,8,Monday,15,20.92
green,Bronx,Manhattan,8,Monday,16,20.35
green,Bronx,Manhattan,8,Monday,17,19.65
green,Bronx,Manhattan,8,Monday,18,18.06
green,Bronx,Manhattan,8,Monday,19,19.63
green,Bronx,Manhattan,8,Monday,20,17.91
green,Bronx,Manhattan,8,Monday,21,20.78
green,Bronx,Manhattan,8,Monday,22,22.67
green,Bronx,Manhattan,8,Monday,23,20.09
green,Bronx,Manhattan,8,Saturday,0,18.28
green,Bronx,Manhattan,8,Saturday,1,17.15
green,Bronx,Manhattan,8,Saturday,2,16.18
green,Bronx,Manhattan,8,Saturday,3,16.09
green,Bronx,Manhattan,8,Saturday,4,17.08
green,Bronx,Manhattan,8,Saturday,5,18.92
green,Bronx,Manhattan,8,Saturday,6,20.55
green,Bronx,Manhattan,8,Saturday,7,19.7
green,Bronx,Manhattan,8,Saturday,8,18.45
green,Bronx,Manhattan,8,Saturday,9,18.38
green,Bronx,Manhattan,8,Saturday,10,18.41
green,Bronx,Manhattan,8,Saturday,11,18.11
green,Bronx,Manhattan,8,Saturday,12,19.53
green,Bronx,Manhattan,8,Saturday,13,19.35
green,Bronx,Manhattan,8,Saturday,14,19.14
green,Bronx,Manhattan,8,Saturday,15,20.73
green,Bronx,Manhattan,8,Saturday,16,22.45
green,Bronx,Manhattan,8,Saturday,17,21.8
green,Bronx,Manhattan,8,Saturday,18,19.41
green,Bronx,Manhattan,8,Saturday,19,18
green,Bronx,Manhattan,8,Saturday,20,17.78
green,Bronx,Manhattan,8,Saturday,21,17.93
green,Bronx,Manhattan,8,Saturday,22,17.81
green,Bronx,Manhattan,8,Saturday,23,18.96
green,Bronx,Manhattan,8,Sunday,0,17.89
green,Bronx,Manhattan,8,Sunday,1,17.24
green,Bronx,Manhattan,8,Sunday,2,15.76
green,Bronx,Manhattan,8,Sunday,3,15.58
green,Bronx,Manhattan,8,Sunday,4,17.26
green,Bronx,Manhattan,8,Sunday,5,17.37
green,Bronx,Manhattan,8,Sunday,6,20.19
green,Bronx,Manhattan,8,Sunday,7,19.58
green,Bronx,Manhattan,8,Sunday,8,19.45
green,Bronx,Manhattan,8,Sunday,9,18.61
green,Bronx,Manhattan,8,Sunday,10,16.81
green,Bronx,Manhattan,8,Sunday,11,18.39
green,Bronx,Manhattan,8,Sunday,12,17.83
green,Bronx,Manhattan,8,Sunday,13,18.76
green,Bronx,Manhattan,8,Sunday,14,19.38
green,Bronx,Manhattan,8,Sunday,15,20.55
green,Bronx,Manhattan,8,Sunday,16,22.83
green,Bronx,Manhattan,8,Sunday,17,21.05
green,Bronx,Manhattan,8,Sunday,18,18.65
green,Bronx,Manhattan,8,Sunday,19,16.83
green,Bronx,Manhattan,8,Sunday,20,17.28
green,Bronx,Manhattan,8,Sunday,21,18.11
green,Bronx,Manhattan,8,Sunday,22,18.4
green,Bronx,Manhattan,8,Sunday,23,18.63
green,Bronx,Manhattan,8,Thursday,0,16.18
green,Bronx,Manhattan,8,Thursday,1,15
green,Bronx,Manhattan,8,Thursday,2,15.68
green,Bronx,Manhattan,8,Thursday,3,14.32
green,Bronx,Manhattan,8,Thursday,4,17.76
green,Bronx,Manhattan,8,Thursday,5,25.25
green,Bronx,Manhattan,8,Thursday,6,25.94
green,Bronx,Manhattan,8,Thursday,7,23.02
green,Bronx,Manhattan,8,Thursday,8,22.11
green,Bronx,Manhattan,8,Thursday,9,21.32
green,Bronx,Manhattan,8,Thursday,10,21.54
green,Bronx,Manhattan,8,Thursday,11,21.26
green,Bronx,Manhattan,8,Thursday,12,20.69
green,Bronx,Manhattan,8,Thursday,13,20.49
green,Bronx,Manhattan,8,Thursday,14,20.92
green,Bronx,Manhattan,8,Thursday,15,21.37
green,Bronx,Manhattan,8,Thursday,16,22.28
green,Bronx,Manhattan,8,Thursday,17,21.79
green,Bronx,Manhattan,8,Thursday,18,19.97
green,Bronx,Manhattan,8,Thursday,19,19.31
green,Bronx,Manhattan,8,Thursday,20,18.52
green,Bronx,Manhattan,8,Thursday,21,22.88
green,Bronx,Manhattan,8,Thursday,22,23.08
green,Bronx,Manhattan,8,Thursday,23,20.99
green,Bronx,Manhattan,8,Tuesday,0,17.17
green,Bronx,Manhattan,8,Tuesday,1,15.26
green,Bronx,Manhattan,8,Tuesday,2,15.42
green,Bronx,Manhattan,8,Tuesday,3,18.63
green,Bronx,Manhattan,8,Tuesday,4,18.24
green,Bronx,Manhattan,8,Tuesday,5,25.72
green,Bronx,Manhattan,8,Tuesday,6,26.02
green,Bronx,Manhattan,8,Tuesday,7,22.14
green,Bronx,Manhattan,8,Tuesday,8,21.19
green,Bronx,Manhattan,8,Tuesday,9,20.13
green,Bronx,Manhattan,8,Tuesday,10,20.26
green,Bronx,Manhattan,8,Tuesday,11,20.18
green,Bronx,Manhattan,8,Tuesday,12,19.91
green,Bronx,Manhattan,8,Tuesday,13,20.1
green,Bronx,Manhattan,8,Tuesday,14,19.67
green,Bronx,Manhattan,8,Tuesday,15,20.12
green,Bronx,Manhattan,8,Tuesday,16,21.29
green,Bronx,Manhattan,8,Tuesday,17,20.54
green,Bronx,Manhattan,8,Tuesday,18,17.51
green,Bronx,Manhattan,8,Tuesday,19,18.41
green,Bronx,Manhattan,8,Tuesday,20,19.47
green,Bronx,Manhattan,8,Tuesday,21,23.37
green,Bronx,Manhattan,8,Tuesday,22,23.82
green,Bronx,Manhattan,8,Tuesday,23,22.02
green,Bronx,Manhattan,8,Wednesday,0,17.92
green,Bronx,Manhattan,8,Wednesday,1,15.27
green,Bronx,Manhattan,8,Wednesday,2,17.75
green,Bronx,Manhattan,8,Wednesday,3,17.14
green,Bronx,Manhattan,8,Wednesday,4,20.6
green,Bronx,Manhattan,8,Wednesday,5,25.77
green,Bronx,Manhattan,8,Wednesday,6,28.09
green,Bronx,Manhattan,8,Wednesday,7,23.43
green,Bronx,Manhattan,8,Wednesday,8,21.55
green,Bronx,Manhattan,8,Wednesday,9,21.29
green,Bronx,Manhattan,8,Wednesday,10,21.34
green,Bronx,Manhattan,8,Wednesday,11,21.33
green,Bronx,Manhattan,8,Wednesday,12,20.97
green,Bronx,Manhattan,8,Wednesday,13,20.11
green,Bronx,Manhattan,8,Wednesday,14,20.35
green,Bronx,Manhattan,8,Wednesday,15,21.93
green,Bronx,Manhattan,8,Wednesday,16,24.92
green,Bronx,Manhattan,8,Wednesday,17,21.69
green,Bronx,Manhattan,8,Wednesday,18,19.92
green,Bronx,Manhattan,8,Wednesday,19,20.15
green,Bronx,Manhattan,8,Wednesday,20,19.89
green,Bronx,Manhattan,8,Wednesday,21,21.51
green,Bronx,Manhattan,8,Wednesday,22,23.78
green,Bronx,Manhattan,8,Wednesday,23,19.83
green,Bronx,Manhattan,9,Friday,0,21.88
green,Bronx,Manhattan,9,Friday,1,16.48
green,Bronx,Manhattan,9,Friday,2,13.64
green,Bronx,Manhattan,9,Friday,3,14.82
green,Bronx,Manhattan,9,Friday,4,16.42
green,Bronx,Manhattan,9,Friday,5,24.5
green,Bronx,Manhattan,9,Friday,6,24.73
green,Bronx,Manhattan,9,Friday,7,21.2
green,Bronx,Manhattan,9,Friday,8,19.83
green,Bronx,Manhattan,9,Friday,9,19.67
green,Bronx,Manhattan,9,Friday,10,21.59
green,Bronx,Manhattan,9,Friday,11,21.55
green,Bronx,Manhattan,9,Friday,12,19.84
green,Bronx,Manhattan,9,Friday,13,19.82
green,Bronx,Manhattan,9,Friday,14,19.25
green,Bronx,Manhattan,9,Friday,15,19.82
green,Bronx,Manhattan,9,Friday,16,21.33
green,Bronx,Manhattan,9,Friday,17,20.47
green,Bronx,Manhattan,9,Friday,18,19.63
green,Bronx,Manhattan,9,Friday,19,18.77
green,Bronx,Manhattan,9,Friday,20,18.45
green,Bronx,Manhattan,9,Friday,21,22.25
green,Bronx,Manhattan,9,Friday,22,22.52
green,Bronx,Manhattan,9,Friday,23,20.49
green,Bronx,Manhattan,9,Monday,0,17.04
green,Bronx,Manhattan,9,Monday,1,16.07
green,Bronx,Manhattan,9,Monday,2,15.2
green,Bronx,Manhattan,9,Monday,3,16.14
green,Bronx,Manhattan,9,Monday,4,17.43
green,Bronx,Manhattan,9,Monday,5,24.86
green,Bronx,Manhattan,9,Monday,6,24.69
green,Bronx,Manhattan,9,Monday,7,21.17
green,Bronx,Manhattan,9,Monday,8,20.65
green,Bronx,Manhattan,9,Monday,9,20.2
green,Bronx,Manhattan,9,Monday,10,21.35
green,Bronx,Manhattan,9,Monday,11,20.91
green,Bronx,Manhattan,9,Monday,12,19.31
green,Bronx,Manhattan,9,Monday,13,20.31
green,Bronx,Manhattan,9,Monday,14,19.15
green,Bronx,Manhattan,9,Monday,15,19.59
green,Bronx,Manhattan,9,Monday,16,21.85
green,Bronx,Manhattan,9,Monday,17,21.23
green,Bronx,Manhattan,9,Monday,18,19.53
green,Bronx,Manhattan,9,Monday,19,17.71
green,Bronx,Manhattan,9,Monday,20,16.46
green,Bronx,Manhattan,9,Monday,21,21.31
green,Bronx,Manhattan,9,Monday,22,21.21
green,Bronx,Manhattan,9,Monday,23,18.42
green,Bronx,Manhattan,9,Saturday,0,18.31
green,Bronx,Manhattan,9,Saturday,1,16.3
green,Bronx,Manhattan,9,Saturday,2,15.22
green,Bronx,Manhattan,9,Saturday,3,15.51
green,Bronx,Manhattan,9,Saturday,4,16.05
green,Bronx,Manhattan,9,Saturday,5,17.35
green,Bronx,Manhattan,9,Saturday,6,22.01
green,Bronx,Manhattan,9,Saturday,7,19.84
green,Bronx,Manhattan,9,Saturday,8,19.04
green,Bronx,Manhattan,9,Saturday,9,18.81
green,Bronx,Manhattan,9,Saturday,10,18.33
green,Bronx,Manhattan,9,Saturday,11,19.18
green,Bronx,Manhattan,9,Saturday,12,18.88
green,Bronx,Manhattan,9,Saturday,13,19.22
green,Bronx,Manhattan,9,Saturday,14,19.74
green,Bronx,Manhattan,9,Saturday,15,22.59
green,Bronx,Manhattan,9,Saturday,16,22.56
green,Bronx,Manhattan,9,Saturday,17,21.95
green,Bronx,Manhattan,9,Saturday,18,20.75
green,Bronx,Manhattan,9,Saturday,19,21.81
green,Bronx,Manhattan,9,Saturday,20,20.2
green,Bronx,Manhattan,9,Saturday,21,20.01
green,Bronx,Manhattan,9,Saturday,22,20.02
green,Bronx,Manhattan,9,Saturday,23,19.63
green,Bronx,Manhattan,9,Sunday,0,18.43
green,Bronx,Manhattan,9,Sunday,1,15.7
green,Bronx,Manhattan,9,Sunday,2,15.85
green,Bronx,Manhattan,9,Sunday,3,14.84
green,Bronx,Manhattan,9,Sunday,4,16.56
green,Bronx,Manhattan,9,Sunday,5,22.89
green,Bronx,Manhattan,9,Sunday,6,20.34
green,Bronx,Manhattan,9,Sunday,7,20.56
green,Bronx,Manhattan,9,Sunday,8,19.49
green,Bronx,Manhattan,9,Sunday,9,20.2
green,Bronx,Manhattan,9,Sunday,10,19.05
green,Bronx,Manhattan,9,Sunday,11,18.54
green,Bronx,Manhattan,9,Sunday,12,19.55
green,Bronx,Manhattan,9,Sunday,13,20.9
green,Bronx,Manhattan,9,Sunday,14,21.06
green,Bronx,Manhattan,9,Sunday,15,21.79
green,Bronx,Manhattan,9,Sunday,16,23.87
green,Bronx,Manhattan,9,Sunday,17,22.16
green,Bronx,Manhattan,9,Sunday,18,18.46
green,Bronx,Manhattan,9,Sunday,19,17.58
green,Bronx,Manhattan,9,Sunday,20,17.03
green,Bronx,Manhattan,9,Sunday,21,17.5
green,Bronx,Manhattan,9,Sunday,22,18.59
green,Bronx,Manhattan,9,Sunday,23,17.96
green,Bronx,Manhattan,9,Thursday,0,19.09
green,Bronx,Manhattan,9,Thursday,1,15.39
green,Bronx,Manhattan,9,Thursday,2,16.6
green,Bronx,Manhattan,9,Thursday,3,17.25
green,Bronx,Manhattan,9,Thursday,4,19.23
green,Bronx,Manhattan,9,Thursday,5,25.98
green,Bronx,Manhattan,9,Thursday,6,28.2
green,Bronx,Manhattan,9,Thursday,7,21.63
green,Bronx,Manhattan,9,Thursday,8,19.79
