color,pu_borough,do_borough,month_num,day_of_week,hour_of_day,avg_total_amount
green,Bronx,Bronx,1,Friday,0,10.44
green,Bronx,Bronx,1,Friday,1,10.7
green,Bronx,Bronx,1,Friday,2,11.23
green,Bronx,Bronx,1,Friday,3,11.21
green,Bronx,Bronx,1,Friday,4,11.58
green,Bronx,Bronx,1,Friday,5,10.88
green,Bronx,Bronx,1,Friday,6,11.26
green,Bronx,Bronx,1,Friday,7,11.27
green,Bronx,Bronx,1,Friday,8,11.28
green,Bronx,Bronx,1,Friday,9,11.18
green,Bronx,Bronx,1,Friday,10,11.63
green,Bronx,Bronx,1,Friday,11,11.88
green,Bronx,Bronx,1,Friday,12,11.79
green,Bronx,Bronx,1,Friday,13,11.53
green,Bronx,Bronx,1,Friday,14,11.75
green,Bronx,Bronx,1,Friday,15,11.97
green,Bronx,Bronx,1,Friday,16,12.49
green,Bronx,Bronx,1,Friday,17,12.58
green,Bronx,Bronx,1,Friday,18,11.83
green,Bronx,Bronx,1,Friday,19,11.7
green,Bronx,Bronx,1,Friday,20,11.17
green,Bronx,Bronx,1,Friday,21,10.68
green,Bronx,Bronx,1,Friday,22,10.7
green,Bronx,Bronx,1,Friday,23,10.57
green,Bronx,Bronx,1,Monday,0,10.21
green,Bronx,Bronx,1,Monday,1,10.34
green,Bronx,Bronx,1,Monday,2,10.85
green,Bronx,Bronx,1,Monday,3,10.15
green,Bronx,Bronx,1,Monday,4,11.25
green,Bronx,Bronx,1,Monday,5,11.57
green,Bronx,Bronx,1,Monday,6,11.18
green,Bronx,Bronx,1,Monday,7,11.43
green,Bronx,Bronx,1,Monday,8,11.46
green,Bronx,Bronx,1,Monday,9,11.54
green,Bronx,Bronx,1,Monday,10,11.76
green,Bronx,Bronx,1,Monday,11,11.8
green,Bronx,Bronx,1,Monday,12,11.89
green,Bronx,Bronx,1,Monday,13,11.76
green,Bronx,Bronx,1,Monday,14,12.05
green,Bronx,Bronx,1,Monday,15,12.24
green,Bronx,Bronx,1,Monday,16,12.6
green,Bronx,Bronx,1,Monday,17,12.21
green,Bronx,Bronx,1,Monday,18,11.68
green,Bronx,Bronx,1,Monday,19,11.05
green,Bronx,Bronx,1,Monday,20,11.22
green,Bronx,Bronx,1,Monday,21,10.58
green,Bronx,Bronx,1,Monday,22,10.85
green,Bronx,Bronx,1,Monday,23,10.54
green,Bronx,Bronx,1,Saturday,0,10.59
green,Bronx,Bronx,1,Saturday,1,10.36
green,Bronx,Bronx,1,Saturday,2,10.4
green,Bronx,Bronx,1,Saturday,3,11.26
green,Bronx,Bronx,1,Saturday,4,11.47
green,Bronx,Bronx,1,Saturday,5,10.8
green,Bronx,Bronx,1,Saturday,6,10.54
green,Bronx,Bronx,1,Saturday,7,10.59
green,Bronx,Bronx,1,Saturday,8,11.25
green,Bronx,Bronx,1,Saturday,9,10.86
green,Bronx,Bronx,1,Saturday,10,11.18
green,Bronx,Bronx,1,Saturday,11,11.31
green,Bronx,Bronx,1,Saturday,12,11.12
green,Bronx,Bronx,1,Saturday,13,11.32
green,Bronx,Bronx,1,Saturday,14,11.53
green,Bronx,Bronx,1,Saturday,15,11.45
green,Bronx,Bronx,1,Saturday,16,11
green,Bronx,Bronx,1,Saturday,17,11.39
green,Bronx,Bronx,1,Saturday,18,10.82
green,Bronx,Bronx,1,Saturday,19,11.27
green,Bronx,Bronx,1,Saturday,20,11.11
green,Bronx,Bronx,1,Saturday,21,11.26
green,Bronx,Bronx,1,Saturday,22,10.95
green,Bronx,Bronx,1,Saturday,23,11.07
green,Bronx,Bronx,1,Sunday,0,10.52
green,Bronx,Bronx,1,Sunday,1,10.93
green,Bronx,Bronx,1,Sunday,2,10.95
green,Bronx,Bronx,1,Sunday,3,11.11
green,Bronx,Bronx,1,Sunday,4,11.25
green,Bronx,Bronx,1,Sunday,5,10.47
green,Bronx,Bronx,1,Sunday,6,10.15
green,Bronx,Bronx,1,Sunday,7,11.31
green,Bronx,Bronx,1,Sunday,8,11.64
green,Bronx,Bronx,1,Sunday,9,11.26
green,Bronx,Bronx,1,Sunday,10,11.2
green,Bronx,Bronx,1,Sunday,11,10.93
green,Bronx,Bronx,1,Sunday,12,11.18
green,Bronx,Bronx,1,Sunday,13,11.69
green,Bronx,Bronx,1,Sunday,14,11.39
green,Bronx,Bronx,1,Sunday,15,11.49
green,Bronx,Bronx,1,Sunday,16,11.44
green,Bronx,Bronx,1,Sunday,17,11.13
green,Bronx,Bronx,1,Sunday,18,10.94
green,Bronx,Bronx,1,Sunday,19,10.98
green,Bronx,Bronx,1,Sunday,20,11.4
green,Bronx,Bronx,1,Sunday,21,11.02
green,Bronx,Bronx,1,Sunday,22,10.8
green,Bronx,Bronx,1,Sunday,23,10.47
green,Bronx,Bronx,1,Thursday,0,10.73
green,Bronx,Bronx,1,Thursday,1,11.06
green,Bronx,Bronx,1,Thursday,2,10.8
green,Bronx,Bronx,1,Thursday,3,10.75
green,Bronx,Bronx,1,Thursday,4,11.74
green,Bronx,Bronx,1,Thursday,5,11.23
green,Bronx,Bronx,1,Thursday,6,11.55
green,Bronx,Bronx,1,Thursday,7,11.22
green,Bronx,Bronx,1,Thursday,8,11.18
green,Bronx,Bronx,1,Thursday,9,11.21
green,Bronx,Bronx,1,Thursday,10,11.59
green,Bronx,Bronx,1,Thursday,11,11.89
green,Bronx,Bronx,1,Thursday,12,12.06
green,Bronx,Bronx,1,Thursday,13,11.68
green,Bronx,Bronx,1,Thursday,14,12.05
green,Bronx,Bronx,1,Thursday,15,11.93
green,Bronx,Bronx,1,Thursday,16,12.59
green,Bronx,Bronx,1,Thursday,17,12.62
green,Bronx,Bronx,1,Thursday,18,11.89
green,Bronx,Bronx,1,Thursday,19,11.3
green,Bronx,Bronx,1,Thursday,20,11.11
green,Bronx,Bronx,1,Thursday,21,10.45
green,Bronx,Bronx,1,Thursday,22,10.54
green,Bronx,Bronx,1,Thursday,23,10.69
green,Bronx,Bronx,1,Tuesday,0,10.72
green,Bronx,Bronx,1,Tuesday,1,11.03
green,Bronx,Bronx,1,Tuesday,2,10.28
green,Bronx,Bronx,1,Tuesday,3,10.62
green,Bronx,Bronx,1,Tuesday,4,11.27
green,Bronx,Bronx,1,Tuesday,5,12.36
green,Bronx,Bronx,1,Tuesday,6,12.34
green,Bronx,Bronx,1,Tuesday,7,11.57
green,Bronx,Bronx,1,Tuesday,8,11.37
green,Bronx,Bronx,1,Tuesday,9,11.73
green,Bronx,Bronx,1,Tuesday,10,11.96
green,Bronx,Bronx,1,Tuesday,11,12.56
green,Bronx,Bronx,1,Tuesday,12,12.4
green,Bronx,Bronx,1,Tuesday,13,12.04
green,Bronx,Bronx,1,Tuesday,14,12.3
green,Bronx,Bronx,1,Tuesday,15,12.79
green,Bronx,Bronx,1,Tuesday,16,13.36
green,Bronx,Bronx,1,Tuesday,17,13.07
green,Bronx,Bronx,1,Tuesday,18,11.75
green,Bronx,Bronx,1,Tuesday,19,11.85
green,Bronx,Bronx,1,Tuesday,20,11.07
green,Bronx,Bronx,1,Tuesday,21,10.71
green,Bronx,Bronx,1,Tuesday,22,11.31
green,Bronx,Bronx,1,Tuesday,23,10.99
green,Bronx,Bronx,1,Wednesday,0,10.75
green,Bronx,Bronx,1,Wednesday,1,11.17
green,Bronx,Bronx,1,Wednesday,2,11.29
green,Bronx,Bronx,1,Wednesday,3,11.42
green,Bronx,Bronx,1,Wednesday,4,11.69
green,Bronx,Bronx,1,Wednesday,5,12.29
green,Bronx,Bronx,1,Wednesday,6,11.8
green,Bronx,Bronx,1,Wednesday,7,11.44
green,Bronx,Bronx,1,Wednesday,8,11.38
green,Bronx,Bronx,1,Wednesday,9,11.64
green,Bronx,Bronx,1,Wednesday,10,11.75
green,Bronx,Bronx,1,Wednesday,11,12.19
green,Bronx,Bronx,1,Wednesday,12,11.95
green,Bronx,Bronx,1,Wednesday,13,12.2
green,Bronx,Bronx,1,Wednesday,14,12.28
green,Bronx,Bronx,1,Wednesday,15,12.39
green,Bronx,Bronx,1,Wednesday,16,12.95
green,Bronx,Bronx,1,Wednesday,17,12.75
green,Bronx,Bronx,1,Wednesday,18,12.06
green,Bronx,Bronx,1,Wednesday,19,11.64
green,Bronx,Bronx,1,Wednesday,20,11.26
green,Bronx,Bronx,1,Wednesday,21,10.79
green,Bronx,Bronx,1,Wednesday,22,10.6
green,Bronx,Bronx,1,Wednesday,23,10.52
green,Bronx,Bronx,2,Friday,0,10.1
green,Bronx,Bronx,2,Friday,1,10.2
green,Bronx,Bronx,2,Friday,2,10.03
green,Bronx,Bronx,2,Friday,3,9.63
green,Bronx,Bronx,2,Friday,4,11.16
green,Bronx,Bronx,2,Friday,5,10.85
green,Bronx,Bronx,2,Friday,6,11.36
green,Bronx,Bronx,2,Friday,7,11.8
green,Bronx,Bronx,2,Friday,8,11.33
green,Bronx,Bronx,2,Friday,9,11.33
green,Bronx,Bronx,2,Friday,10,11.47
green,Bronx,Bronx,2,Friday,11,12.01
green,Bronx,Bronx,2,Friday,12,11.51
green,Bronx,Bronx,2,Friday,13,11.5
green,Bronx,Bronx,2,Friday,14,12.09
green,Bronx,Bronx,2,Friday,15,12.29
green,Bronx,Bronx,2,Friday,16,12.9
green,Bronx,Bronx,2,Friday,17,12.92
green,Bronx,Bronx,2,Friday,18,12.56
green,Bronx,Bronx,2,Friday,19,12.02
green,Bronx,Bronx,2,Friday,20,11.4
green,Bronx,Bronx,2,Friday,21,11.33
green,Bronx,Bronx,2,Friday,22,11.06
green,Bronx,Bronx,2,Friday,23,11.03
green,Bronx,Bronx,2,Monday,0,10.45
green,Bronx,Bronx,2,Monday,1,10.26
green,Bronx,Bronx,2,Monday,2,9.92
green,Bronx,Bronx,2,Monday,3,9.76
green,Bronx,Bronx,2,Monday,4,10.81
green,Bronx,Bronx,2,Monday,5,11.1
green,Bronx,Bronx,2,Monday,6,11.56
green,Bronx,Bronx,2,Monday,7,11.53
green,Bronx,Bronx,2,Monday,8,11.52
green,Bronx,Bronx,2,Monday,9,11.32
green,Bronx,Bronx,2,Monday,10,11.76
green,Bronx,Bronx,2,Monday,11,11.66
green,Bronx,Bronx,2,Monday,12,11.6
green,Bronx,Bronx,2,Monday,13,11.88
green,Bronx,Bronx,2,Monday,14,11.87
green,Bronx,Bronx,2,Monday,15,11.97
green,Bronx,Bronx,2,Monday,16,13.04
green,Bronx,Bronx,2,Monday,17,12.45
green,Bronx,Bronx,2,Monday,18,11.8
green,Bronx,Bronx,2,Monday,19,11.38
green,Bronx,Bronx,2,Monday,20,11.29
green,Bronx,Bronx,2,Monday,21,10.81
green,Bronx,Bronx,2,Monday,22,10.64
green,Bronx,Bronx,2,Monday,23,10.63
green,Bronx,Bronx,2,Saturday,0,10.91
green,Bronx,Bronx,2,Saturday,1,10.88
green,Bronx,Bronx,2,Saturday,2,10.72
green,Bronx,Bronx,2,Saturday,3,11.03
green,Bronx,Bronx,2,Saturday,4,11.24
green,Bronx,Bronx,2,Saturday,5,11.05
green,Bronx,Bronx,2,Saturday,6,9.84
green,Bronx,Bronx,2,Saturday,7,10.47
green,Bronx,Bronx,2,Saturday,8,11
green,Bronx,Bronx,2,Saturday,9,11.18
green,Bronx,Bronx,2,Saturday,10,10.98
green,Bronx,Bronx,2,Saturday,11,11.49
green,Bronx,Bronx,2,Saturday,12,11.49
green,Bronx,Bronx,2,Saturday,13,11.28
green,Bronx,Bronx,2,Saturday,14,11.48
green,Bronx,Bronx,2,Saturday,15,11.42
green,Bronx,Bronx,2,Saturday,16,11.32
green,Bronx,Bronx,2,Saturday,17,11.38
green,Bronx,Bronx,2,Saturday,18,11.73
green,Bronx,Bronx,2,Saturday,19,11.39
green,Bronx,Bronx,2,Saturday,20,11.56
green,Bronx,Bronx,2,Saturday,21,11.56
green,Bronx,Bronx,2,Saturday,22,11.34
green,Bronx,Bronx,2,Saturday,23,11.33
green,Bronx,Bronx,2,Sunday,0,11.12
green,Bronx,Bronx,2,Sunday,1,11.15
green,Bronx,Bronx,2,Sunday,2,11.22
green,Bronx,Bronx,2,Sunday,3,11.5
green,Bronx,Bronx,2,Sunday,4,11.82
green,Bronx,Bronx,2,Sunday,5,10.21
green,Bronx,Bronx,2,Sunday,6,9.9
green,Bronx,Bronx,2,Sunday,7,10.82
green,Bronx,Bronx,2,Sunday,8,10.87
green,Bronx,Bronx,2,Sunday,9,11.4
green,Bronx,Bronx,2,Sunday,10,11.45
green,Bronx,Bronx,2,Sunday,11,11.17
green,Bronx,Bronx,2,Sunday,12,11.19
green,Bronx,Bronx,2,Sunday,13,11.34
green,Bronx,Bronx,2,Sunday,14,11.42
green,Bronx,Bronx,2,Sunday,15,11.31
green,Bronx,Bronx,2,Sunday,16,11.15
green,Bronx,Bronx,2,Sunday,17,11.34
green,Bronx,Bronx,2,Sunday,18,11.23
green,Bronx,Bronx,2,Sunday,19,10.95
green,Bronx,Bronx,2,Sunday,20,11.26
green,Bronx,Bronx,2,Sunday,21,10.77
green,Bronx,Bronx,2,Sunday,22,10.91
green,Bronx,Bronx,2,Sunday,23,10.88
green,Bronx,Bronx,2,Thursday,0,10.08
green,Bronx,Bronx,2,Thursday,1,9.69
green,Bronx,Bronx,2,Thursday,2,9.66
green,Bronx,Bronx,2,Thursday,3,9.94
green,Bronx,Bronx,2,Thursday,4,10.32
green,Bronx,Bronx,2,Thursday,5,10.97
green,Bronx,Bronx,2,Thursday,6,11.42
green,Bronx,Bronx,2,Thursday,7,11.52
green,Bronx,Bronx,2,Thursday,8,11.72
green,Bronx,Bronx,2,Thursday,9,11.55
green,Bronx,Bronx,2,Thursday,10,11.7
green,Bronx,Bronx,2,Thursday,11,11.89
green,Bronx,Bronx,2,Thursday,12,11.83
green,Bronx,Bronx,2,Thursday,13,11.87
green,Bronx,Bronx,2,Thursday,14,11.98
green,Bronx,Bronx,2,Thursday,15,11.9
green,Bronx,Bronx,2,Thursday,16,12.77
green,Bronx,Bronx,2,Thursday,17,12.63
green,Bronx,Bronx,2,Thursday,18,11.85
green,Bronx,Bronx,2,Thursday,19,11.72
green,Bronx,Bronx,2,Thursday,20,11.3
green,Bronx,Bronx,2,Thursday,21,10.49
green,Bronx,Bronx,2,Thursday,22,10.73
green,Bronx,Bronx,2,Thursday,23,10.27
green,Bronx,Bronx,2,Tuesday,0,10.25
green,Bronx,Bronx,2,Tuesday,1,10.28
green,Bronx,Bronx,2,Tuesday,2,9.81
green,Bronx,Bronx,2,Tuesday,3,10.29
green,Bronx,Bronx,2,Tuesday,4,9.83
green,Bronx,Bronx,2,Tuesday,5,11.62
green,Bronx,Bronx,2,Tuesday,6,11.27
green,Bronx,Bronx,2,Tuesday,7,11.42
green,Bronx,Bronx,2,Tuesday,8,11.37
green,Bronx,Bronx,2,Tuesday,9,11.24
green,Bronx,Bronx,2,Tuesday,10,11.76
green,Bronx,Bronx,2,Tuesday,11,12.07
green,Bronx,Bronx,2,Tuesday,12,11.84
green,Bronx,Bronx,2,Tuesday,13,11.87
green,Bronx,Bronx,2,Tuesday,14,11.56
green,Bronx,Bronx,2,Tuesday,15,12.01
green,Bronx,Bronx,2,Tuesday,16,12.89
green,Bronx,Bronx,2,Tuesday,17,12.51
green,Bronx,Bronx,2,Tuesday,18,12.07
green,Bronx,Bronx,2,Tuesday,19,11.5
green,Bronx,Bronx,2,Tuesday,20,11.05
green,Bronx,Bronx,2,Tuesday,21,10.84
green,Bronx,Bronx,2,Tuesday,22,10.36
green,Bronx,Bronx,2,Tuesday,23,10.67
green,Bronx,Bronx,2,Wednesday,0,10.49
green,Bronx,Bronx,2,Wednesday,1,9.99
green,Bronx,Bronx,2,Wednesday,2,10.27
green,Bronx,Bronx,2,Wednesday,3,10
green,Bronx,Bronx,2,Wednesday,4,11.52
green,Bronx,Bronx,2,Wednesday,5,11.31
green,Bronx,Bronx,2,Wednesday,6,11.96
green,Bronx,Bronx,2,Wednesday,7,11.82
green,Bronx,Bronx,2,Wednesday,8,11.53
green,Bronx,Bronx,2,Wednesday,9,11.41
green,Bronx,Bronx,2,Wednesday,10,11.43
green,Bronx,Bronx,2,Wednesday,11,11.91
green,Bronx,Bronx,2,Wednesday,12,11.83
green,Bronx,Bronx,2,Wednesday,13,11.68
green,Bronx,Bronx,2,Wednesday,14,11.93
green,Bronx,Bronx,2,Wednesday,15,11.95
green,Bronx,Bronx,2,Wednesday,16,12.97
green,Bronx,Bronx,2,Wednesday,17,12.73
green,Bronx,Bronx,2,Wednesday,18,12.04
green,Bronx,Bronx,2,Wednesday,19,11.57
green,Bronx,Bronx,2,Wednesday,20,11.07
green,Bronx,Bronx,2,Wednesday,21,10.93
green,Bronx,Bronx,2,Wednesday,22,10.88
green,Bronx,Bronx,2,Wednesday,23,10.38
green,Bronx,Bronx,3,Friday,0,10.23
green,Bronx,Bronx,3,Friday,1,10.27
green,Bronx,Bronx,3,Friday,2,10.19
green,Bronx,Bronx,3,Friday,3,10.21
green,Bronx,Bronx,3,Friday,4,10.87
green,Bronx,Bronx,3,Friday,5,10.58
green,Bronx,Bronx,3,Friday,6,10.97
green,Bronx,Bronx,3,Friday,7,11.64
green,Bronx,Bronx,3,Friday,8,11.53
green,Bronx,Bronx,3,Friday,9,11.62
green,Bronx,Bronx,3,Friday,10,11.99
green,Bronx,Bronx,3,Friday,11,11.86
green,Bronx,Bronx,3,Friday,12,11.64
green,Bronx,Bronx,3,Friday,13,11.65
green,Bronx,Bronx,3,Friday,14,12.29
green,Bronx,Bronx,3,Friday,15,12.55
green,Bronx,Bronx,3,Friday,16,13.02
green,Bronx,Bronx,3,Friday,17,13.05
green,Bronx,Bronx,3,Friday,18,12.29
green,Bronx,Bronx,3,Friday,19,12.17
green,Bronx,Bronx,3,Friday,20,11.54
green,Bronx,Bronx,3,Friday,21,11.22
green,Bronx,Bronx,3,Friday,22,11.27
green,Bronx,Bronx,3,Friday,23,10.88
green,Bronx,Bronx,3,Monday,0,10.09
green,Bronx,Bronx,3,Monday,1,10.15
green,Bronx,Bronx,3,Monday,2,10
green,Bronx,Bronx,3,Monday,3,9.67
green,Bronx,Bronx,3,Monday,4,10.68
green,Bronx,Bronx,3,Monday,5,10.42
green,Bronx,Bronx,3,Monday,6,11.07
green,Bronx,Bronx,3,Monday,7,11.45
green,Bronx,Bronx,3,Monday,8,11.16
green,Bronx,Bronx,3,Monday,9,11.11
green,Bronx,Bronx,3,Monday,10,11.49
green,Bronx,Bronx,3,Monday,11,11.4
green,Bronx,Bronx,3,Monday,12,11.64
green,Bronx,Bronx,3,Monday,13,11.28
green,Bronx,Bronx,3,Monday,14,11.64
green,Bronx,Bronx,3,Monday,15,11.89
green,Bronx,Bronx,3,Monday,16,12.44
green,Bronx,Bronx,3,Monday,17,12.36
green,Bronx,Bronx,3,Monday,18,11.51
green,Bronx,Bronx,3,Monday,19,11.32
green,Bronx,Bronx,3,Monday,20,10.68
green,Bronx,Bronx,3,Monday,21,10.81
green,Bronx,Bronx,3,Monday,22,10.61
green,Bronx,Bronx,3,Monday,23,10.5
green,Bronx,Bronx,3,Saturday,0,10.95
green,Bronx,Bronx,3,Saturday,1,10.99
green,Bronx,Bronx,3,Saturday,2,11.09
green,Bronx,Bronx,3,Saturday,3,11.16
green,Bronx,Bronx,3,Saturday,4,11.21
green,Bronx,Bronx,3,Saturday,5,10.78
green,Bronx,Bronx,3,Saturday,6,10.64
green,Bronx,Bronx,3,Saturday,7,10.76
green,Bronx,Bronx,3,Saturday,8,11.08
green,Bronx,Bronx,3,Saturday,9,10.94
green,Bronx,Bronx,3,Saturday,10,11.1
green,Bronx,Bronx,3,Saturday,11,11.34
green,Bronx,Bronx,3,Saturday,12,11.68
green,Bronx,Bronx,3,Saturday,13,11.6
green,Bronx,Bronx,3,Saturday,14,11.43
green,Bronx,Bronx,3,Saturday,15,11.56
green,Bronx,Bronx,3,Saturday,16,11.66
green,Bronx,Bronx,3,Saturday,17,11.45
green,Bronx,Bronx,3,Saturday,18,11.48
green,Bronx,Bronx,3,Saturday,19,11.35
green,Bronx,Bronx,3,Saturday,20,11.65
green,Bronx,Bronx,3,Saturday,21,11.49
green,Bronx,Bronx,3,Saturday,22,11.48
green,Bronx,Bronx,3,Saturday,23,11.64
green,Bronx,Bronx,3,Sunday,0,11.43
green,Bronx,Bronx,3,Sunday,1,11.14
green,Bronx,Bronx,3,Sunday,2,11.11
green,Bronx,Bronx,3,Sunday,3,11.49
green,Bronx,Bronx,3,Sunday,4,11.47
green,Bronx,Bronx,3,Sunday,5,10.79
green,Bronx,Bronx,3,Sunday,6,10.27
green,Bronx,Bronx,3,Sunday,7,10.7
green,Bronx,Bronx,3,Sunday,8,11.49
green,Bronx,Bronx,3,Sunday,9,11.23
green,Bronx,Bronx,3,Sunday,10,10.97
green,Bronx,Bronx,3,Sunday,11,10.7
green,Bronx,Bronx,3,Sunday,12,11.26
green,Bronx,Bronx,3,Sunday,13,11.51
green,Bronx,Bronx,3,Sunday,14,11.58
green,Bronx,Bronx,3,Sunday,15,11.48
green,Bronx,Bronx,3,Sunday,16,11.46
green,Bronx,Bronx,3,Sunday,17,11.16
green,Bronx,Bronx,3,Sunday,18,11.04
green,Bronx,Bronx,3,Sunday,19,11.23
green,Bronx,Bronx,3,Sunday,20,11.39
green,Bronx,Bronx,3,Sunday,21,11.27
green,Bronx,Bronx,3,Sunday,22,10.84
green,Bronx,Bronx,3,Sunday,23,10.81
green,Bronx,Bronx,3,Thursday,0,10.36
green,Bronx,Bronx,3,Thursday,1,10.22
green,Bronx,Bronx,3,Thursday,2,10.39
green,Bronx,Bronx,3,Thursday,3,11.34
green,Bronx,Bronx,3,Thursday,4,10.62
green,Bronx,Bronx,3,Thursday,5,11.59
green,Bronx,Bronx,3,Thursday,6,11.75
green,Bronx,Bronx,3,Thursday,7,11.42
green,Bronx,Bronx,3,Thursday,8,11.32
green,Bronx,Bronx,3,Thursday,9,11.32
green,Bronx,Bronx,3,Thursday,10,11.44
green,Bronx,Bronx,3,Thursday,11,11.75
green,Bronx,Bronx,3,Thursday,12,11.9
green,Bronx,Bronx,3,Thursday,13,11.48
green,Bronx,Bronx,3,Thursday,14,11.93
green,Bronx,Bronx,3,Thursday,15,12.09
green,Bronx,Bronx,3,Thursday,16,12.75
green,Bronx,Bronx,3,Thursday,17,12.61
green,Bronx,Bronx,3,Thursday,18,11.9
green,Bronx,Bronx,3,Thursday,19,11.63
green,Bronx,Bronx,3,Thursday,20,11.13
green,Bronx,Bronx,3,Thursday,21,10.97
green,Bronx,Bronx,3,Thursday,22,10.63
green,Bronx,Bronx,3,Thursday,23,10.31
green,Bronx,Bronx,3,Tuesday,0,10.13
green,Bronx,Bronx,3,Tuesday,1,9.6
green,Bronx,Bronx,3,Tuesday,2,11.67
green,Bronx,Bronx,3,Tuesday,3,10.31
green,Bronx,Bronx,3,Tuesday,4,10.87
green,Bronx,Bronx,3,Tuesday,5,12.14
green,Bronx,Bronx,3,Tuesday,6,11.37
green,Bronx,Bronx,3,Tuesday,7,11.33
green,Bronx,Bronx,3,Tuesday,8,11.33
green,Bronx,Bronx,3,Tuesday,9,11.43
green,Bronx,Bronx,3,Tuesday,10,11.57
green,Bronx,Bronx,3,Tuesday,11,11.78
green,Bronx,Bronx,3,Tuesday,12,11.77
green,Bronx,Bronx,3,Tuesday,13,11.71
green,Bronx,Bronx,3,Tuesday,14,11.97
green,Bronx,Bronx,3,Tuesday,15,12.23
green,Bronx,Bronx,3,Tuesday,16,12.79
green,Bronx,Bronx,3,Tuesday,17,12.81
green,Bronx,Bronx,3,Tuesday,18,11.94
green,Bronx,Bronx,3,Tuesday,19,11.63
green,Bronx,Bronx,3,Tuesday,20,10.94
green,Bronx,Bronx,3,Tuesday,21,11.06
green,Bronx,Bronx,3,Tuesday,22,10.9
green,Bronx,Bronx,3,Tuesday,23,10.68
green,Bronx,Bronx,3,Wednesday,0,10.47
green,Bronx,Bronx,3,Wednesday,1,10.04
green,Bronx,Bronx,3,Wednesday,2,10.19
green,Bronx,Bronx,3,Wednesday,3,10.83
green,Bronx,Bronx,3,Wednesday,4,12.72
green,Bronx,Bronx,3,Wednesday,5,11.14
green,Bronx,Bronx,3,Wednesday,6,11.37
green,Bronx,Bronx,3,Wednesday,7,11.26
green,Bronx,Bronx,3,Wednesday,8,11.4
green,Bronx,Bronx,3,Wednesday,9,11.39
green,Bronx,Bronx,3,Wednesday,10,11.7
green,Bronx,Bronx,3,Wednesday,11,11.62
green,Bronx,Bronx,3,Wednesday,12,11.68
green,Bronx,Bronx,3,Wednesday,13,11.79
green,Bronx,Bronx,3,Wednesday,14,11.99
green,Bronx,Bronx,3,Wednesday,15,12.07
green,Bronx,Bronx,3,Wednesday,16,12.45
green,Bronx,Bronx,3,Wednesday,17,12.55
green,Bronx,Bronx,3,Wednesday,18,12.06
green,Bronx,Bronx,3,Wednesday,19,11.68
green,Bronx,Bronx,3,Wednesday,20,11.01
green,Bronx,Bronx,3,Wednesday,21,10.47
green,Bronx,Bronx,3,Wednesday,22,10.57
green,Bronx,Bronx,3,Wednesday,23,10.4
green,Bronx,Bronx,4,Friday,0,10.31
green,Bronx,Bronx,4,Friday,1,10.46
green,Bronx,Bronx,4,Friday,2,10.39
green,Bronx,Bronx,4,Friday,3,10.46
green,Bronx,Bronx,4,Friday,4,10.91
green,Bronx,Bronx,4,Friday,5,10.72
green,Bronx,Bronx,4,Friday,6,10.68
green,Bronx,Bronx,4,Friday,7,11.15
green,Bronx,Bronx,4,Friday,8,10.84
green,Bronx,Bronx,4,Friday,9,11.21
green,Bronx,Bronx,4,Friday,10,11.24
green,Bronx,Bronx,4,Friday,11,11.65
green,Bronx,Bronx,4,Friday,12,11.48
green,Bronx,Bronx,4,Friday,13,11.54
green,Bronx,Bronx,4,Friday,14,11.7
green,Bronx,Bronx,4,Friday,15,11.94
green,Bronx,Bronx,4,Friday,16,12.74
green,Bronx,Bronx,4,Friday,17,12.72
green,Bronx,Bronx,4,Friday,18,12.12
green,Bronx,Bronx,4,Friday,19,11.88
green,Bronx,Bronx,4,Friday,20,11.47
green,Bronx,Bronx,4,Friday,21,11.48
green,Bronx,Bronx,4,Friday,22,11.69
green,Bronx,Bronx,4,Friday,23,11.45
green,Bronx,Bronx,4,Monday,0,10.84
green,Bronx,Bronx,4,Monday,1,10.87
green,Bronx,Bronx,4,Monday,2,10.3
green,Bronx,Bronx,4,Monday,3,9.77
green,Bronx,Bronx,4,Monday,4,11.19
green,Bronx,Bronx,4,Monday,5,10.3
green,Bronx,Bronx,4,Monday,6,10.92
green,Bronx,Bronx,4,Monday,7,11.19
green,Bronx,Bronx,4,Monday,8,11
green,Bronx,Bronx,4,Monday,9,11.25
green,Bronx,Bronx,4,Monday,10,11.31
green,Bronx,Bronx,4,Monday,11,11.62
green,Bronx,Bronx,4,Monday,12,11.66
green,Bronx,Bronx,4,Monday,13,11.77
green,Bronx,Bronx,4,Monday,14,11.75
green,Bronx,Bronx,4,Monday,15,12.21
green,Bronx,Bronx,4,Monday,16,13.29
green,Bronx,Bronx,4,Monday,17,12.48
green,Bronx,Bronx,4,Monday,18,11.92
green,Bronx,Bronx,4,Monday,19,11.41
green,Bronx,Bronx,4,Monday,20,11.13
green,Bronx,Bronx,4,Monday,21,10.69
green,Bronx,Bronx,4,Monday,22,10.94
green,Bronx,Bronx,4,Monday,23,11.09
green,Bronx,Bronx,4,Saturday,0,10.97
green,Bronx,Bronx,4,Saturday,1,11.03
green,Bronx,Bronx,4,Saturday,2,11.07
green,Bronx,Bronx,4,Saturday,3,11.37
green,Bronx,Bronx,4,Saturday,4,11.48
green,Bronx,Bronx,4,Saturday,5,10.7
green,Bronx,Bronx,4,Saturday,6,11.1
green,Bronx,Bronx,4,Saturday,7,10.54
